#,Invoice,Additional information,Right steering wheel position,Climatisation,Colour,Origin,Varnish,Number of Seats,Door Count,Power,Type,Drive,VIN number,Brand,Offer type,Light,Origin,Engine capacity,Mileage,Fuel,Year of production,Transmission,Condition,Varnish,Features- safety,Features-  comfort,Features-  multimedia,Features- other,Download_date,Model,Ticket,Price,Serie,Title
179,Nie wystawiam faktury,Bezwypadkowy,Nie,automatyczna dwustrefowa,Srebrny,Austria,Metalik,4/5,5,160 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,1800 cm³,150000 km,Benzyna,2008,Manualna,U?ywany,,,,,,2020-07-07 15:04:43.327727,A4,9431648469,37900,B8 (2007-2015),Audi A4 b8 s-line PRYWATNIE 9431648469 - Allegro.pl
180,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,,5,160 KM,Kombi,Na przednie ko?a,,Audi,,,,1798 cm³,166000 km,Benzyna,2009,Manualna,U?ywany,,,,,Alufelgi,2020-07-07 15:04:44.443435,A4,8514115008,28999,B8 (2007-2015),AUDI A4 B8 Avant 1.8 TFSI 2009 R 8514115008 - Allegro.pl
181,Wystawiam faktur? VAT,Dodatkowy komplet opon,,automatyczna dwustrefowa,Czarny,,Metalik,4/5,5,190 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,137000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:45.617726,A6,9270562329,63000,C7 (2011-),"Audi A6 C7 S-line, 2.0TDI 137000km. 9270562329 - Allegro.pl"
182,Nie wystawiam faktury,,Nie,automatyczna czterostrefowa,Br?zowy,Belgia,Metalik,4/5,5,177 KM,Kombi,Na przednie ko?a,wauzzz4g9en005214,Audi,sprzeda?,,krajowe,1968 cm³,297000 km,Diesel,2013,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:46.994847,A6,9463608468,56300,C7 (2011-),"AUDI A6 Avant (4G5, 4GD, C7) 2.0 TDI 177 KM 9463608468 - Allegro.pl"
183,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,,5,170 KM,Hatchback,4x4,,Audi,,,,1968 cm³,289500 km,Diesel,2007,Manualna,Uszkodzony,,,,,,2020-07-07 15:04:48.488483,A3,9399608367,12700,8P (2003-2012),Audi A3 Quattro 2.0 TDI Sline Sport 170kM 2007 4×4 9399608367 - Allegro.pl
184,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Niebieski,Belgia,Metalik,2/3,5,105 KM,Coupe,Na przednie ko?a,,Audi,sprzeda?,,import,1900 cm³,300000 km,Diesel,2007,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:49.907502,A3,9245737631,14900,8P (2003-2012),A3 1.9 TDI 105km oriALU + ROTOR + KLIMA + TEMPOMAT 9245737631 - Allegro.pl
185,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Bia?y,Stany Zjednoczone,Per?owy,2/3,5,210 KM,Coupe,4x4,,Audi,sprzeda?,,,1998 cm³,327000 km,Benzyna,2013,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:51.554714,A5,9128379681,44999,8T (2007-2016),Audi A5 9128379681 - Allegro.pl
186,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,143 KM,Sedan,Na przednie ko?a,,Audi,,,,2000 cm³,276000 km,Diesel,2008,Manualna,U?ywany,,,,,,2020-07-07 15:04:52.775999,A4,9387914112,26900,B8 (2007-2015),Audi A4 B8 2008r 2.0TDi 143KM 9387914112 - Allegro.pl
187,Nie wystawiam faktury,,,automatyczna jednostrefowa,Czarny,,,,4,242 KM,Coupe,4x4,,Audi,,,,3000 cm³,229300 km,Diesel,2007,Manualna,U?ywany,,,,,,2020-07-07 15:04:54.129115,A5,9355140835,33900,8T (2007-2016),Audi A5 3.0manual quattro 240km 9355140835 - Allegro.pl
188,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna jednostrefowa,Srebrny,Niemcy,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,?wiat?a do jazdy dziennej,,1968 cm³,284207 km,Diesel,2011,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:56.093777,A4,9401037883,29999,B8 (2007-2015),Audi A4 9401037883 - Allegro.pl
189,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Szary,,,,5,177 KM,Kombi,Na przednie ko?a,,Audi,,,,2000 cm³,277000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:57.238672,A6,9156575566,62900,C7 (2011-),Audi A6 C7 S-Line 2.0 TDI Kombi 9156575566 - Allegro.pl
190,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,,5,177 KM,Sedan,Na przednie ko?a,,Audi,,,,1998 cm³,179000 km,Diesel,2011,Manualna,U?ywany,,,,,,2020-07-07 15:04:58.387333,A6,9383264758,53200,C7 (2011-),Audi a6 c7 sedan 2.0tdi 2012 webasto 9383264758 - Allegro.pl
191,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Belgia,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,krajowe,2000 cm³,293000 km,Diesel,2015,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:59.794656,A6,9399218178,59999,C7 (2011-),Audi a6 2.0tdi cr ultra lifting model automat 9399218178 - Allegro.pl
192,Nie wystawiam faktury,,,automatyczna jednostrefowa,Br?zowy,,,,5,333 KM,Coupe,,,Audi,,,,3000 cm³,125308 km,Benzyna,2012,Automatyczna,Uszkodzony,,,,,,2020-07-07 15:05:00.890667,A5,9389468619,44900,8T (2007-2016),Audi S5 333KM 9389468619 - Allegro.pl
193,Nie wystawiam faktury,,,automatyczna dwustrefowa,Srebrny,,,,5,105 KM,Coupe,Na przednie ko?a,,Audi,,,,1900 cm³,348000 km,Diesel,2003,Manualna,U?ywany,,,,,,2020-07-07 15:05:02.041412,A3,9412570386,6499,8P (2003-2012),Audi A3 2003 8P 9412570386 - Allegro.pl
194,Wystawiam faktur? VAT-mar?a,Zarejestrowany w Polsce,,automatyczna jednostrefowa,Br?zowy,,Per?owy,4/5,5,143 KM,Kombi,Na przednie ko?a,WAUZZZ8K2DA025048,Audi,sprzeda?,,import,2000 cm³,261000 km,Diesel,2012,Manualna,U?ywany,,,,,,2020-07-07 15:05:03.457805,A4,9433779059,39900,B8 (2007-2015),Audi A4 Skóra Panorama Navi PDC Alu 9433779059 - Allegro.pl
195,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,225 KM,Sedan,4x4,,Audi,sprzeda?,,,2967 cm³,460000 km,Diesel,2005,Automatyczna,U?ywany,naprawy blacharsko-lakiernicze,,,,,2020-07-07 15:05:04.734893,A6,9344339832,13500,C6 (2004-2011),"AUDI A6 (4F2, C6) 3.0 TDI quattro 225 KM 9344339832 - Allegro.pl"
196,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Per?owy,4/5,5,102 KM,Hatchback,Na przednie ko?a,,Audi,sprzeda?,?wiat?a przeciwmg?owe,import,1600 cm³,160000 km,Benzyna,2006,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:05.803292,A3,9444757108,20900,8P (2003-2012),PI?KNE_A3_SPORTBACK_1.6 BENZ_102 KM_ORGINA?_SERWIS 9444757108 - Allegro.pl
197,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Srebrny,,Metalik,4/5,5,224 KM,Sedan,4x4,,Audi,sprzeda?,,,1984 cm³,57638 km,Benzyna,2016,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:06.934434,A4,9393330983,64999,B8 (2007-2015),"AUDI A4 8K2, B8 2.0 TFSI QUATTRO 224 SEDAN S-LINE 9393330983 - Allegro.pl"
198,Nie wystawiam faktury,,,automatyczna jednostrefowa,Srebrny,,,,5,130 KM,Kombi,Na przednie ko?a,,Audi,,,,1900 cm³,202500 km,Diesel,2002,Manualna,U?ywany,,,,,,2020-07-07 15:05:07.988676,A4,9468617403,9500,B6 (2000-2004),Audi A4 1.9 TDI 130KM MA?Y PRZEBIEG!!! 9468617403 - Allegro.pl
199,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Szary,Dania,,4/5,5,250 KM,Kombi,4x4,WAUZZZ4B93N055872,Audi,sprzeda?,,import,2700 cm³,221466 km,Benzyna,2003,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:09.157397,A6,9088762136,12900,C6 (2004-2011),2.7 Biturbo* 250 KM* Quattro* XEON* Skóra* Automat 9088762136 - Allegro.pl
200,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Szary,Austria,Metalik,,5,110 KM,Liftback,Na przednie ko?a,,Audi,sprzeda?,,import,1598 cm³,167200 km,Diesel,2015,Manualna,U?ywany,naprawy powypadkowe,,,,,2020-07-07 15:05:10.834676,A3,9412887015,24900,8V (2012-),SPRZEDAM AUDI A3 9412887015 - Allegro.pl
201,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna czterostrefowa,Bia?y,,Metalik,4/5,5,190 KM,Kombi,Na przednie ko?a,WAUZZZ4G4GN093544,Audi,sprzeda?,,,1968 cm³,164758 km,Diesel,2015,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:11.831635,A6,9336117935,77900,C7 (2011-),AUDI A6 2.0 TDI 190KM *ultra S tronic*Full LED* 9336117935 - Allegro.pl
202,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Czarny,,,,5,204 KM,Kombi,Na przednie ko?a,,Audi,,,,2000 cm³,294500 km,Diesel,2013,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:13.260498,A6,9466360849,46000,C7 (2011-),Audi A6 C7 2013r 9466360849 - Allegro.pl
203,Nie wystawiam faktury,Zarejestrowany w Polsce,,automatyczna jednostrefowa,Czarny,Niemcy,,4/5,5,120 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,155000 km,Diesel,2009,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:14.668792,A4,9443252163,27900,B8 (2007-2015),Sprzedam Audi A4 B8 9443252163 - Allegro.pl
204,Wystawiam faktur? VAT-mar?a,,Tak,automatyczna dwustrefowa,Szary,Niemcy,Metalik,4/5,5,177 KM,Sedan,Na przednie ko?a,WAUZZZ4F46N098233,Audi,sprzeda?,,import,2400 cm³,213000 km,Benzyna,2005,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:16.058901,A6,9382488496,27700,C6 (2004-2011),Audi A6 2.4 V6 177KM Manual Bi Xenon Klimatronik 9382488496 - Allegro.pl
205,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Zielony,,,4/5,5,165 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,krajowe,2400 cm³,286000 km,Benzyna + LPG,1997,Manualna,Uszkodzony,,,,,,2020-07-07 15:05:17.590604,A6,9467620168,4400,C5 (1997-2004),Quattro Climatronic Oryginalny Przebieg LPG 9467620168 - Allegro.pl
206,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna czterostrefowa,Czarny,Niemcy,Metalik,4/5,5,177 KM,Sedan,Na przednie ko?a,wauzzz8k3fn012286,Audi,sprzeda?,,import,2000 cm³,180000 km,Diesel,2014,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:18.641658,A4,9447616181,59900,B8 (2007-2015),Audi A4 B8 Sedan 2.0 d 177KM 9447616181 - Allegro.pl
207,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,Szwajcaria,Metalik,4/5,5,420 KM,Kombi,4x4,,Audi,sprzeda?,,import,4163 cm³,144350 km,Benzyna,2006,Manualna,U?ywany,naprawy blacharsko-lakiernicze,,,,,2020-07-07 15:05:19.741456,A4,9253682440,93000,B7 (2004-2007),"AUDI A4 Avant (8ED, B7) RS4 quattro 420 KM 9253682440 - Allegro.pl"
208,Nie wystawiam faktury,,Tak,automatyczna dwustrefowa,Srebrny,Irlandia,Metalik,4/5,5,225 KM,Sedan,4x4,WAUZZZ4F95N022196,Audi,sprzeda?,?wiat?a przeciwmg?owe,import,2967 cm³,210000 km,Diesel,2004,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:21.354090,A6,9066003089,12500,C6 (2004-2011),Audi A6 C6 3.0 TDI V6 QUATTRO 9066003089 - Allegro.pl
209,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Szary,Niemcy,Metalik,4/5,5,224 KM,Kombi,4x4,WAUZZZ4F26N019786,Audi,sprzeda?,,import,3000 cm³,251000 km,Diesel,2005,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:22.640782,A6,9455659703,24700,C6 (2004-2011),Audi A6 3.0 TDi Quattro Bi Xenon Navi Skóra Bose 9455659703 - Allegro.pl
210,Nie wystawiam faktury,,,automatyczna dwustrefowa,inny,,,,5,225 KM,Sedan,4x4,,Audi,,,,2967 cm³,299000 km,Diesel,2004,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:24.066314,A6,9464226800,21500,C6 (2004-2011),AUDI A6 C6 3.0 TDI S-LINE QUATTRO 9464226800 - Allegro.pl
211,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,Holandia,Metalik,4/5,5,190 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,2698 cm³,290000 km,Diesel,2008,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:24.959097,A4,9464145321,29900,B8 (2007-2015),AUDI A4 2.7 TDI 190 KM 9464145321 - Allegro.pl
212,Nie wystawiam faktury,Bezwypadkowy,Nie,automatyczna jednostrefowa,Niebieski,Niemcy,Metalik,4/5,5,101 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,1600 cm³,185200 km,Benzyna + LPG,1999,Manualna,U?ywany,,,,,,2020-07-07 15:05:26.029294,A4,9174480391,3999,B5 (1995-2001),"AUDI A4 (8D2, B5) 1.6 100 KM 9174480391 - Allegro.pl"
213,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Szary,Polska,Metalik,4/5,5,140 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,?wiat?a ksenonowe,krajowe,1968 cm³,185000 km,Diesel,2006,Manualna,U?ywany,,,,,,2020-07-07 15:05:26.977699,A4,9388501756,21700,B7 (2004-2007),AUDI A4 B7 2.0 TDI 140KM SEDAN SALON POLSKA 9388501756 - Allegro.pl
214,Wystawiam faktur? VAT-mar?a,,,automatyczna czterostrefowa,inny,Niemcy,Metalik,,5,190 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,1968 cm³,198000 km,Diesel,2016,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:28.158796,A4,9440833659,71900,B9 (2015-),LUKSUSOWE A4_190KM SKÓRY_PANORAMA_STAN SALONOWY ! 9440833659 - Allegro.pl
215,Nie wystawiam faktury,,Nie,automatyczna jednostrefowa,Bordowy,,,4/5,5,143 KM,Kombi,Na przednie ko?a,WAUZZZ8K6AA142918,Audi,,,,1968 cm³,326104 km,Diesel,2010,Manualna,U?ywany,,,,,,2020-07-07 15:05:29.317743,A4,9197158384,24900,B8 (2007-2015),"AUDI A4 Avant (8K5, B8) 2.0 TDI 143 KM 2010 rok 9197158384 - Allegro.pl"
216,Nie wystawiam faktury,Zarejestrowany w Polsce,,automatyczna dwustrefowa,Srebrny,,Metalik,,5,163 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,?wiat?a przeciwmg?owe,,2446 cm³,290000 km,Diesel,2002,Automatyczna,U?ywany,,,,Radio fabryczne,,2020-07-07 15:05:30.614847,A6,9463352483,3900,C5 (1997-2004),"Audi A6C5 2,5TDI 9463352483 - Allegro.pl"
217,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna jednostrefowa,Szary,Polska,Metalik,4/5,5,130 KM,Kombi,4x4,,Audi,sprzeda?,,import,1896 cm³,242000 km,Diesel,2002,Manualna,U?ywany,,,,,,2020-07-07 15:05:32.237209,A4,9265882121,14700,B6 (2000-2004),1.9TDi/130KM*Quattro* Bezwypadkowy*z Niemiec* 9265882121 - Allegro.pl
218,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Szary,Niemcy,Metalik,,5,245 KM,Kombi,4x4,WAUZZZ4G7DN021622,Audi,sprzeda?,,,2967 cm³,203000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:33.747653,A6,9349019928,61999,C7 (2011-),AUDI A6 Avant 3.0 TDI quattro 245KM S-Line Webasto 9349019928 - Allegro.pl
219,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Szary,,,4/5,5,177 KM,Kombi,Na przednie ko?a,WAUZZZ4G3CN142825,Audi,sprzeda?,,import,1968 cm³,233000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:38.422807,A6,9444850586,64900,C7 (2011-),"Audi A6 C7, FULL S Line, 100% serwis, stan BDB 9444850586 - Allegro.pl"
220,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna czterostrefowa,Czarny,Polska,Metalik,4/5,5,730 KM,Kombi,4x4,,Audi,sprzeda?,,krajowe,4000 cm³,104000 km,Benzyna,2014,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:40.105151,RS6,9436854460,265000,,AUDI RS6 730KM MTM BANG OLUFSEN MAX OPCJA 9436854460 - Allegro.pl
221,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,1 KM,Kombi,,,Audi,,,,1900 cm³,270000 km,Diesel,2005,Manualna,U?ywany,,,,,,2020-07-07 15:05:41.740728,A4,9440795253,14600,B7 (2004-2007),audi a4 s-line 9440795253 - Allegro.pl
222,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czerwony,Niemcy,Metalik,,5,92 KM,Hatchback,4x4,,Audi,sprzeda?,,import,1800 cm³,345000 km,Benzyna + LPG,1998,Manualna,U?ywany,,,,,,2020-07-07 15:05:43.239373,A4,9468316769,3500,B5 (1995-2001),Audi A4 1.8 ben+GAZ QUATTRO 2 szt w cene jednej 9468316769 - Allegro.pl
223,Nie wystawiam faktury,,Nie,automatyczna jednostrefowa,Czerwony,Stany Zjednoczone,Akryl (niemetalizowany),,5,170 KM,Sedan,Na przednie ko?a,WAUACGFF0F1018188,Audi,sprzeda?,?wiat?a do jazdy dziennej,import,1798 cm³,111000 km,Benzyna,2015,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:44.653219,A3,9335683648,65000,8V (2012-),AUDI A3 S-Line 250KM Sedan 2015 9335683648 - Allegro.pl
224,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,4/5,5,200 KM,Sedan,4x4,WAUZZZ8E57A241426,Audi,sprzeda?,,,1984 cm³,186000 km,Benzyna + LPG,2007,Automatyczna,U?ywany,,,,Radio fabryczne,,2020-07-07 15:05:46.237087,A4,9356273973,19000,B7 (2004-2007),Audi A4 B7 200 KM 2.0 TFSI Quattro 9356273973 - Allegro.pl
225,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,4/5,5,233 KM,Terenowy,4x4,,Audi,,,,2967 cm³,346 km,Diesel,2007,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:47.491576,Q7,9426094734,41900,I (2005-2015),AUDI Q7 (4LB) 3.0 TDI quattro 233 KM 9426094734 - Allegro.pl
226,Nie wystawiam faktury,,,automatyczna jednostrefowa,Niebieski,Niemcy,,4/5,5,163 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,1968 cm³,239000 km,Diesel,2012,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:48.689482,A4,9291437148,39000,B8 (2007-2015),"Pilne AUDI A4 Avant (8K5, B8) 2.0 TDI 163 KM 9291437148 - Allegro.pl"
227,Nie wystawiam faktury,,,automatyczna czterostrefowa,Czarny,,,,5,340 KM,Terenowy,4x4,,Audi,,,,4134 cm³,294000 km,Diesel,2007,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:49.831078,Q7,9445688210,49900,I (2005-2015),AUDI Q7 4.2 TDI quattro 340 KM 9445688210 - Allegro.pl
228,Nie wystawiam faktury,,,manualna,Czarny,,,,5,105 KM,Hatchback,Na przednie ko?a,,Audi,,,,16 cm³,160000 km,Diesel,2010,Manualna,Uszkodzony,,,,,,2020-07-07 15:05:51.162918,A3,9300041986,14999,8P (2003-2012),Audi a3 8p 9300041986 - Allegro.pl
229,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,190 KM,Kombi,Na przednie ko?a,,Audi,,,,1781 cm³,295000 km,Benzyna + LPG,2003,Manualna,U?ywany,,,,,,2020-07-07 15:05:52.627254,A4,9461553558,15000,B6 (2000-2004),Audi A4 B6 S-Line 1.8T BEX 190 KM 2003 avant kombi 9461553558 - Allegro.pl
230,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Bia?y,Stany Zjednoczone,Akryl (niemetalizowany),4/5,5,211 KM,Terenowy,4x4,WA1CFAFP5BA083941,Audi,sprzeda?,,import,1984 cm³,114300 km,Benzyna,2011,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:54.053048,Q5,9293977819,48900,8R (2008-2016),AUDI Q5 (8RB) 2.0 TFSI quattro 211 KM 9293977819 - Allegro.pl
231,Wystawiam faktur? VAT,,Nie,automatyczna czterostrefowa,Czarny,Polska,Metalik,4/5,5,272 KM,SUV,4x4,,Audi,sprzeda?,,krajowe,3000 cm³,235000 km,Diesel,2016,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:55.284713,Q7,9427195737,135000,II (2015-),Q7 3.0tdi-272KM-Salon PL-dociagi-mega Full VAT23 9427195737 - Allegro.pl
232,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Srebrny,Belgia,Metalik,4/5,5,177 KM,Kombi,4x4,,Audi,sprzeda?,,import,1968 cm³,23900 km,Diesel,2013,Manualna,U?ywany,,,,,,2020-07-07 15:05:56.519858,A4,9287303791,43999,B8 (2007-2015),___ A4 2.0 quattro 177PS S-LINE PANORAMA SKÓRA___ 9287303791 - Allegro.pl
233,Nie wystawiam faktury,,Nie,automatyczna jednostrefowa,Srebrny,Niemcy,Metalik,,5,131 KM,Sedan,Na przednie ko?a,,Audi,,?wiat?a przeciwmg?owe,,1996 cm³,171000 km,Benzyna,2001,Manualna,U?ywany,,,,Radio fabryczne,,2020-07-07 15:05:57.981848,A4,9442058247,8400,B6 (2000-2004),Audi A4 1.8 Benz Klima Elektryka Alufelgi 9442058247 - Allegro.pl
234,Wystawiam faktur? VAT,Serwisowany w ASO,,automatyczna czterostrefowa,Czarny,Czechy,Per?owy,4/5,7,245 KM,SUV,4x4,,Audi,sprzeda?,,krajowe,3000 cm³,235000 km,Diesel,2012,Automatyczna,Uszkodzony,,,,,,2020-07-07 15:05:59.466415,Q7,9446714323,46900,I (2005-2015),Audi Q7 S line Quattro DVD Navi Xenon 7os 9446714323 - Allegro.pl
235,Nie wystawiam faktury,Bezwypadkowy,,manualna,Szary,,,4/5,5,130 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,1896 cm³,163000 km,Diesel,2003,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:06:01.105361,A4,9454883794,5000,B6 (2000-2004),"AUDI A4 Avant (8E5, B6) 1.9 TDI 130 KM 9454883794 - Allegro.pl"
236,Wystawiam faktur? VAT-mar?a,,,automatyczna czterostrefowa,Bia?y,,,,5,177 KM,Kombi,Na przednie ko?a,,Audi,,,,1968 cm³,219000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:06:05.156202,A6,9434520428,50900,C7 (2011-),AUDI A6 C7 2.0 TDI / Xenony / Nawigacja / kamera 9434520428 - Allegro.pl
237,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Br?zowy,,Per?owy,4/5,5,150 KM,Kombi,Na przednie ko?a,XXXXXXXXXXXXXXXXX,Audi,sprzeda?,,import,2000 cm³,160000 km,Diesel,2015,Manualna,U?ywany,,,,,,2020-07-07 15:06:06.795545,A4,9430736678,62900,B9 (2015-),"SPORT,Serwis ASO,Gwarancja 9430736678 - Allegro.pl"
238,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Br?zowy,Niemcy,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,WAUZZZ8K7EA039495,Audi,sprzeda?,,import,1968 cm³,276000 km,Diesel,2014,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:06:08.157811,A4,9363320519,37999,B8 (2007-2015),Audi A4 B8 2.0tdi Automat Lift 9363320519 - Allegro.pl
